misc
アクション名,アクションタイプ,類似業績マージ優先度,ID,タイトル(日本語),タイトル(英語),著者(日本語),著者(英語),担当区分,概要(日本語),概要(英語),出版者・発行元(日本語),出版者・発行元(英語),出版年月,誌名(日本語),誌名(英語),巻,号,開始ページ,終了ページ,記述言語,査読の有無,招待の有無,掲載種別,国際・国内誌,国際共著,DOI,ISSN,eISSN,URL,URL2,主要な業績かどうか,公開の有無
insert,merge,,,機械学習に基づくEpipolar Plane Imagesからの透明物体の屈折率推定,,"浦西友樹, Holdcroft Trevor, 間下以大, ラサミー ポチャラ, 竹村治雄",,null,,,,,2019-05,第63回システム制御情報学会研究発表講演会 論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,47095850,The 30th IEEE conference on computer vision and pattern recognition (CVPR 2017) report,The 30th IEEE conference on computer vision and pattern recognition (CVPR 2017) report,,"Yuki Uranishi, Yuta Ideguchi",null,,,,,2018-01,,Kyokai Joho Imeji Zasshi/Journal of the Institute of Image Information and Television Engineers,72,1,69,73,eng,null,null,meeting_report,null,null,10.3169/itej.72.69,,,,,FALSE,disclosed
insert,merge,,,シミュレーションと自己符号化器を用いた光源変化に頑健なカメラ位置姿勢推定,,"正満創太, 間下以大, Photchara Ratsamee, 浦西友樹, 清川清, 竹村治雄",,null,,,,,2017-08,第20回画像の認識・理解シンポジウム Extended Abstract [Oral],,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,深層学習による集光模様の実時間生成,,"岡本拓朗, 浦西友樹, 間下以大, ラサミー ポチャラ, 清川清, 竹村治雄",,null,,,,,2017-08,第20回画像の認識・理解シンポジウム Extended Abstract,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,対面協調作業に適した相互モーションキャプチャシステムの開発,,"中村淳之, 清川清, Photchara Ratsamee, 間下以大, 浦西友樹, 竹村治雄",,null,,,,,2017-06,第143回ヒューマンインタフェース学会研究会「人工現実感，エンタテイメント，メディアエクスペリエンスおよび一般」,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,大域照明の内挿による光源操作可能なARシステム,,"井手絢香, 間下以大, 清川清, 浦西友樹, Photchara Ratsamee, 竹村治雄",,null,,,,,2017-05,情報処理学会研究報告,,2017-CVIM-207,23,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,光源変化シミュレーションと深層学習による特徴量変換を用いたカメラ位置姿勢推定,,"正満創太, 間下以大, ラサミー ポチャラ, 浦西友樹, 清川清, 竹村治雄",,null,,,,,2017-05,情報処理学会研究報告,,2017-CVIM-207,19,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,21725777,深層学習による集光模様の実時間生成,,"岡本拓朗, 浦西友樹, 間下以大, ラサミー ポチャラ, 清川清, 竹村治雄",,null,,,,,2017-05,情報処理学会研究報告,,2017-CVIM-207,7,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,35456566,軟組織変形追跡のための狭帯域画像を用いた多層テンプレートマッチング手法,,"黒田 嘉宏, 田村 裕樹, 間下 以大, 浦西 友樹, 清川 清, 吉田 健志, 松田 公志, 大城 理, 竹村 治雄",,null,,,,,2017-01,生体医工学,,55,3,181,181,jpn,null,null,summary_national_conference,null,null,10.11239/jsmbe.55annual.181,,,,,FALSE,disclosed
insert,merge,,,勤務表から抽出した制約条件を用いたナース・スケジューリングシステム,,"今中健, 岡本和也, 疋田智子, 岩尾友秀, 浦西友樹, 田村寛, 齊藤永, 加藤源太, 黒田知宏",,null,,,,,2016-05,第60回システム制御情報学会研究発表講演会 論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,外来病棟における位置情報とオーダ情報を用いた患者待ち時間の分析,,"福士雄太, 岡本和也, 岩尾友秀, 浦西友樹, 田村寛, 齊藤永, 加藤源太, 黒田知宏",,null,,,,,2016-05,第60回システム制御情報学会研究発表講演会 論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,5419298,Estimation of the Degree of Endolymphatic Hydrops Using Optical Coherence Tomography,Estimation of the Degree of Endolymphatic Hydrops Using Optical Coherence Tomography,,"Tuukka Karvonen, Yuki Uranishi, Tatsunori Sakamoto, Yosuke Tona, Kazuya Okamoto, Hiroshi Tamura, Tomohiro Kuroda",null,,,,,2015-09,生体医工学シンポジウム2015 講演予稿集,,,,134,134,eng,null,null,summary_national_conference,null,null,10.14326/abe.5.19,,,,,FALSE,disclosed
update,doc,,21725760,視覚障がい者のための色にもとづく服飾選択支援システム,,"三宅正夫, 眞鍋佳嗣, 浦西友樹, 吉元俊輔, 井村誠孝, 黒田嘉宏, 大城理",,null,,,,,2015-09,生体医工学シンポジウム2015 講演予稿集,,,,93,93,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,13000755,視覚障がい者のための誘導音を用いた線図形トレーシングシステム,,"瀧澤洸, 浦西友樹, 吉元俊輔, 井村誠孝, 大城理",,null,,,,,2014-05,第58回システム制御情報学会研究発表講演会 講演論文集,,,,,,jpn,null,null,summary_national_conference,null,null,10.5687/iscie.28.205,,,,,FALSE,disclosed
update,doc,,29638722,Simulation of air flow bronchus caused by lung deformation,Simulation of air flow bronchus caused by lung deformation,,"Akihiro Wada, Masataka Imura, Yuki Uranishi, Shunsuke Yoshimoto, Yoshihiro Kuroda, Osamu Oshiro",null,,,,,2014-08,,Transactions of Japanese Society for Medical and Biological Engineering,52,,436,O-437,eng,null,null,summary_national_conference,null,null,10.11239/jsmbe.52.o-436,,,,,FALSE,disclosed
update,doc,,29638432,Estimation of fingertip contact force direction based on change in nail color distribution,Estimation of fingertip contact force direction based on change in nail color distribution,,"Hironobu Mameno, Masataka Imura, Yuki Uranishi, Shunsuke Yoshimoto, Osamu Oshiro",null,,,,,2014-08,,Transactions of Japanese Society for Medical and Biological Engineering,52,,155,O-156,eng,null,null,summary_national_conference,null,null,10.11239/jsmbe.52.o-155,,,,,FALSE,disclosed
update,doc,,29638368,Estimation of amount of swallowed water by analysis of swallowing sounds,Estimation of amount of swallowed water by analysis of swallowing sounds,,"Hiroki Nakafuji, Masataka Imura, Yuki Uranishi, Shunsuke Yoshimoto, Osamu Oshiro",null,,,,,2014-08,,Transactions of Japanese Society for Medical and Biological Engineering,52,,11,O-12,eng,null,null,summary_national_conference,null,null,10.11239/jsmbe.52.o-11,,,,,FALSE,disclosed
update,doc,,13000992,手の筋骨格モデルを導入した投球シミュレーション,,"横畑亮輔, 井村誠孝, 黒田嘉宏, 浦西友樹, 大城理",,null,,,,,2013-09,生体医工学シンポジウム 講演予稿集,,,,64,64,jpn,null,null,summary_national_conference,null,null,10.11239/jsmbe.52.1,,,,,FALSE,disclosed
update,doc,,13000993,スマートフォン利用による視覚障がい者のための衣類の色および模様認識システム,,"三宅正夫, 眞鍋佳嗣, 浦西友樹, 井村誠孝, 黒田嘉宏, 大城理",,null,,,,,2013-09,生体医工学シンポジウム 講演予稿集,,,,191,191,jpn,null,null,summary_national_conference,null,null,10.11239/jsmbe.51.342,,,,,FALSE,disclosed
update,doc,,37422663,Presentation system of color and pattern on clothes for visually impaired person using smartphone,Presentation system of color and pattern on clothes for visually impaired person using smartphone,,"Masao Miyake, Yoshitsugu Manabe, Yuki Uranishi, Masataka Imura, Yoshihiro Kuroda, Osamu Oshiro",null,,,,,2013-01,,Transactions of Japanese Society for Medical and Biological Engineering,51,6,342,349,eng,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,27100865,PROPOSAL OF TRACKING LAN ANTENNA USING IMAGE SENSOR,PROPOSAL OF TRACKING LAN ANTENNA USING IMAGE SENSOR,,"Yuki Uranishi, Sei Ikeda, Hideki Shimada, Yoshitsugu Manabe, Kunihiro Chihara",null,,,,,2009-01,"電子情報通信学会技術研究報告. IE, 画像工学",IEICE technical report,108,373,389,392,eng,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,52626246,複合現実技術を用いた推奨打牌情報の提示による麻雀支援システムの提案,,"小島隼, 白井詩沙香, 千葉直也, 浦西友樹",,null,,,,,2025-06,情報処理学会第213回ヒューマンコンピュータインタラクション研究会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,52626244,アーチェリー行射における身体傾斜情報の即時提示システムの提案,,"木下夏綺, 白井詩沙香, 小林聖人, 千葉直也, 浦西友樹",,null,,,,,2025-06,情報処理学会第213回ヒューマンコンピュータインタラクション研究会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,52605474,ニュージーランドと日本の高等学校における情報教育の比較のための予備調査-授業見学と教員インタビューを通じて-,,"北村祐稀, HENDERSON Tracy, 白井詩沙香, 長瀧寛之, 辰己丈夫, BELL Tim, 浦西友樹",,null,,,,,2024-01,情報処理学会研究報告(Web),,2024,CE-177,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,37809284,ボルダリングにおける登攀上達を支援する投影情報の検討,,"浜本多聞, 浦西友樹, 浦西友樹, RATSAMEE Photchara, RATSAMEE Photchara, 東田学, 東田学, 劉暢, 山本豪志朗",,null,,,,,2022-01,情報処理学会研究報告(Web),,2022,CVIM-228,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,37809281,ホールド形状を考慮したボルダリング課題の難度推定,,"大西和歩, 浦西友樹, 浦西友樹, RATSAMEE Photchara, RATSAMEE Photchara, 東田学, 東田学, 劉暢, 山本豪志朗",,null,,,,,2022-01,情報処理学会研究報告(Web),,2022,CVIM-228,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,34790130,VR技術を用いたパラグライダ操縦技能獲得システムの設計と評価,,"浜本多聞, 竹村治雄, 浦西友樹, ラサミー ポチャラ",,null,,,,,2021-01,日本バーチャルリアリティ学会 複合現実感研究会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,34790128,スポーツクライミングにおけるOST-HMDの利用と効果の検証,,"大西和歩, オーロスキ ジェーソン, 浦西友樹, ラサミー ポチャラ, 竹村治雄",,null,,,,,2021-01,日本バーチャルリアリティ学会 複合現実感研究会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,37841135,顔表情および頭部動作に基づくeラーニング時の覚醒度推定,,"寺井省吾, 川村亮介, 白井詩沙香, メラサ アリザデ, 武村紀子, 浦西友樹, 長原一, 竹村治雄",,null,,,,,2020-03,情報処理学会第82回全国大会論文集,,,,421,422,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,26333246,多重焦点顕微鏡画像列からの細胞の3次元形状復元 (メディアエクスペリエンス・バーチャル環境基礎),,"山口 貴大, 長原 一, 諸岡 健一, 中島 悠太, 浦西 友樹, 倉爪 亮, 大野 英治",,null,,,,,2019-01,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,,118,405,173,179,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,37282813,カメラ画像の大域的な輝度情報に基づく弾性体の変形推定 (医用画像),,"齋藤 陽, 中尾 恵, 浦西 友樹, 松田 哲也",,null,,,,,2017-01,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,,116,393,13,18,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,37278444,MRの未来を語る若手放談会（20周年記念特集 これからのVR）,,"一刈良介, 内山英昭, 浦西友樹, 大倉史生, 武富貴史, 山本豪志朗, 清川清",,null,,,,,2016-09,日本バーチャルリアリティ学会誌,,21,3,9,11,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
update,doc,,37658200,光線収束性を用いた透明物体表面の五次元推定の高精度化,,"井手口裕太, 浦西友樹, 吉元俊輔, 黒田嘉宏, 大城理",,null,,,,,2016-11,情報処理学会研究報告: コンピュータビジョンとイメージメディア,,2016-CVIM-204,4,1,8,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,25757203,An attempt to connect medical instruments to hospital information system,An attempt to connect medical instruments to hospital information system,,"Misa Esashi, Tomohiro Nakano, Tomohide Iwao, Yuki Uranishi, Kazuya Okamoto, Genta Kato, Hisashi Saito, Hiroshi Tamura, Haruo Noma, Tomohiro Kuroda",null,,,,,2016-01,日本生体医工学会大会プログラム・論文集(CD-ROM),,55th,26,140,2,eng,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,25165662,リスク想定学習のためのフィードバック情報を投影する採血シミュレータ,,"丸山裕, 浦西友樹, 内藤知佐子, 岡本和也, 田村寛, 黒田知宏",,null,,,,,2016-01,計測自動制御学会関西支部・システム制御情報学会若手研究発表会 講演論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,37300432,Spatial Density Estimation of Smoke based on Light Field Consistency,Spatial Density Estimation of Smoke based on Light Field Consistency,,"Yuta Ideguchi, Shunsuke Yoshimoto, Yoshihiro Kuroda, Osamu Oshiro, Yuki Uranishi, Masataka Imura",null,,,,,2015-10,「センサ・マイクロマシンと応用システム」シンポジウム論文集 電気学会センサ・マイクロマシン部門 [編],,32,,1,4,eng,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,25165741,Segmentation of Cochlear Structure in Optical Coherence Tomography Images,Segmentation of Cochlear Structure in Optical Coherence Tomography Images,,"Tuukka Karvonen, Yuki Uranishi, Tatsunori Sakamoto, Yosuke Tona, Kazuya Okamoto, Hiroshi Tamura, Tomohiro Kuroda",null,,,,,2015-09,第15回日本VR医学会学術大会 抄録集,,,,39,40,eng,null,null,summary_national_conference,null,null,10.24764/jsmvr.2015.0_39,,,,,FALSE,disclosed
update,doc,,25165738,採血トレーニングのための穿刺位置に対する注射針の角度および深度推定,,"丸山裕, 浦西友樹, 内藤知佐子, 岡本和也, 田村寛, 黒田知宏",,null,,,,,2015-09,第15回日本VR医学会学術大会 抄録集,,,,13,13,jpn,null,null,summary_national_conference,null,null,10.24764/jsmvr.2015.0_13,,,,,FALSE,disclosed
update,doc,,25756974,光源方向推定のための構造色パターンマッチング,,"浦西友樹, 井村誠孝, 黒田知宏, 大城理",,null,,,,,2015-05,第59回システム制御情報学会研究発表講演会 論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,25165651,注射トレーニングのための腕型シミュレータへの解剖学的構造の投影,,"丸山裕, 浦西友樹, 内藤知佐子, 岡本和也, 田村寛, 黒田知宏",,null,,,,,2015-05,第59回システム制御情報学会研究発表講演会 論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,35290508,視認性の高い投影のための色と形状に基づくシーンの評価,,"團原佑壮, 浦西友樹, 吉元俊輔, 井村誠孝, 大城理",,null,,,,,2015-01,電子情報通信学会技術 研究報告,,,,79,84,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,37658217,辺縁での光学的部分恒常性に基づく透明物体の表面形状推定,,"井手口裕太, 浦西友樹, 吉元俊輔, 黒田嘉宏, 大城理",,null,,,,,2015-11,情報処理学会研究報告: コンピュータビジョンとイメージメディア,,2015-CVIM-199,11,1,8,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,35562831,投球シミュレーションのための野球ボールのリリースモデル,,"井村誠孝, 横畑亮輔, 浦西友樹, 吉元俊輔, 黒田嘉宏, 大城理",,null,,,,,2014-05,第58回システム制御情報学会研究発表講演会 講演論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,18561730,ボクセル空間における煙霧のボケ除去のGPUを用いた高速化,,"井手口裕太, 浦西友樹, 吉元俊輔, 井村誠孝, 大城理",,null,,,,,2014-05,"第58回システム制御情報学会研究発表講演会 講演論文集, 335-3",,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,37372466,リフォーカス画像におけるボケを用いた煙霧の空間濃度分布推定,,"井手口裕太, 浦西友樹, 黒田嘉宏, 井村誠孝, 大城理",,null,,,,,2014-01,電子情報通信学会 技術研究報告,,113,402,287,292,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,37658230,タブレットPCと伸縮および振動可能なスタイラスを用いた力触覚提示,,"長坂信吾, 浦西友樹, 吉元俊輔, 井村誠孝, 大城理",,null,,,,,2014-11,電気関係学会関西支部連合大会 予稿集,,,,417,418,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,19346902,力覚提示指向の大変形有限要素法,,"黒田 嘉宏, 浦西 友樹, 井村 誠孝",,null,,,,,2013-09,"日本バーチャルリアリティ学会大会論文集 Proceedings of the Virtual Reality Society of Japan, Annual Conference",,18,,679,682,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,18561711,Connected Component Labeling on GPU based on Raster Segment Pair Approach,Connected Component Labeling on GPU based on Raster Segment Pair Approach,,"Masataka Imura, Yuki Uranishi, Yoshihiro Kuroda, Osamu Oshiro",null,,,,,2013-08,第16回画像の認識・理解シンポジウム 論文集 [Poster],,,,,,eng,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,18561712,視体積とリフォーカス画像群を併用した煙霧の空間濃度分布推定,,"井手口裕太, 浦西友樹, 黒田嘉宏, 井村誠孝, 大城理",,null,,,,,2013-07,第16回画像の認識・理解シンポジウム 論文集 [Poster],,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,18561779,OpenCV: Open Computer Vision Library,OpenCV: Open Computer Vision Library,浦西友樹,,null,,,,,2012-03,映像情報インダストリアル,,44,7,13,16,eng,null,null,introduction_commerce_magazine,null,null,,,,,,FALSE,disclosed
update,doc,,19346908,データアクセスの改良による時系列パターンマイニングアルゴリズムの高速化,,"松原 裕貴, 宮崎 純, 山本 豪志朗, 浦西 友樹, 池田 聖, 加藤 博一",,null,,,,,2011-10,研究報告データベースシステム（DBS）,,2011,11,1,8,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,18561721,可視光画像と距離画像の併用による共連れ対応入退室情報記録システム,,"森家康文, 浦西友樹, 眞鍋佳嗣, 佐々木博史, 千原國宏",,null,,,,,2010-07,画像の認識・理解シンポジウム 論文集,,,,510,517,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,34477179,フィンガジェスチャインタフェース”Ubi-WA”の試作アプリケーションによる評価,,"藤木健史, 浦西友樹, 佐々木博史, 眞鍋佳嗣, 千原國宏",,null,,,,,2010-01,システム制御情報学会研究発表講演会講演論文集(CD-ROM),,54th,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,18561725,円筒鏡を用いた全周形状計測システムの実装,,"浦西友樹, 眞鍋佳嗣, 佐々木博史, 千原國宏",,null,,,,,2008-07,"画像の認識・理解シンポジウム2008 論文集, 長野  [Poster]",,,,1082,1087,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,18561726,円筒鏡を用いた単眼全周形状計測システム,,"浦西友樹, 長縄美香, 安室喜弘, 井村誠孝, 眞鍋佳嗣, 千原國宏",,null,,,,,2006-07,"画像の認識・理解シンポジウム2006 論文集, 宮城  [Poster]",,,,1126,1131,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,18561775,円筒鏡を用いた全周形状計測システムのための対応点探索手法の検討,,"浦西友樹, 長縄美香, 眞鍋佳嗣, 千原國宏",,null,,,,,2006-05,"第50回 システム制御情報学会研究発表講演会 講演論文集, 6W3-2",,,,379,380,jpn,null,null,summary_national_conference,null,null,10.11509/sci.sci06.0.189.0,,,,,FALSE,disclosed
update,doc,,18561727,円筒鏡を用いた3次元形状計測システム,,"浦西友樹, 長縄美香, 安室喜弘, 井村誠孝, 眞鍋佳嗣, 千原國宏",,null,,,,,2005-07,"画像の認識・理解シンポジウム2005 論文集, 兵庫  [Poster]",,,,1152,1159,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,18561777,形状特徴を用いた非文字領域除去処理による文字列領域抽出の高精度化,,"浦西友樹, 松尾賢一, 上田勝彦",,null,,,,,2004-03,2004年電子情報通信学会総合大会 講演論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,Evaluation of User Interfaces for Three-Dimensional Locomotion in Virtual Reality,Evaluation of User Interfaces for Three-Dimensional Locomotion in Virtual Reality,,"Donghae Lim, Shizuka Shirai, Jason Orlosky, Photchara Ratsamee, Yuki Uranishi, Haruo Takemura",null,,,,,2022-10,,Proceedings of the 21st IEEE International Symposium on Mixed and Augmented Reality (ISMAR2021) Poster,,,,,eng,null,null,summary_international_conference,null,null,10.1145/3565970.3567693,,,,,FALSE,disclosed
insert,merge,,,写実的拡張現実環境に向けた構造色パターンからの学習ベース光源分布推定,,"浦西友樹*, 伊藤澄美*, 間下以大, ラサミーポチャラ, 竹村治雄",,null,,,,,2019-07,第22回画像の認識・理解シンポジウム Extended Abstract [Short Oral],,,,,,jpn,null,null,summary_international_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,拡張現実感におけるRGBカメラ画像に整合した陰影付け,,"小川敬也, 間下以大, 浦西友樹, ラサミー ポチャラ, 竹村治雄",,null,,,,,2019-05,情報処理学会研究報告,,2019-CVIM-217,21,,,jpn,null,null,summary_international_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,天井裏における偏光情報を用いた特徴点対応の評価,,"小川和樹, 間下以大, 浦西友樹, ラサミー ポチャラ, 竹村治雄",,null,,,,,2019-05,情報処理学会研究報告,,2019-CVIM-217,32,,,jpn,null,null,summary_international_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,携帯端末による屋内構造の計測と直方体モデルのフィッティング,,"土田知実, 間下以大, 浦西友樹, Photchara Ratsamee, 竹村治雄",,null,,,,,2018-05,情報処理学会研究報告,,2018-CVIM-212,32,,,jpn,null,null,summary_international_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,Reconstruction of Spatial Density of Smoke based on Light Field Consistency,Reconstruction of Spatial Density of Smoke based on Light Field Consistency,,"Yuta Ideguchi, Yuki Uranishi, Shunsuke Yoshimoto, Masataka Imura, Osamu Oshiro",null,,,,,2014-07,第17回画像の認識・理解シンポジウム Extended Abstract [Poster],,,,,,eng,null,null,summary_international_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,自然言語・画像情報を活用したロボットアームの階層型バイラテラル制御に基づく模倣学習,,"小林聖人, Thanpimon Buamanee, 浦西友樹",,null,,,,,2026-03,言語処理学会 第32回年次大会 (NLP2026),,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,VR環境を用いた和太鼓練習支援システムの提案とモチベーションへの影響評価,,"平谷歩香, 中村拓人, 千葉直也, 浦西友樹",,null,,,,,2025-09,第30回日本バーチャルリアリティ学会大会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,大阪大学における一般情報教育の改定に向けた取り組み：高等学校「情報I」への対応,,"白井詩沙香, 中村拓人, 田中冬彦, 千葉直也, 東田学, 小林聖人, 長瀧寛之, 村上正行, 西田知博, 小野淳, 天野由貴, 竹村治雄, 浦西友樹",,null,,,,,2025-08,大学ICT推進協議会2025年度年次大会論文集,,,,245,246,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,大阪大学の2025年度新入生に対する高等学校情報科の学びに関するアンケート調査報告,,"長瀧寛之, 白井詩沙香, 中村拓人, 浦西友樹",,null,,,,,2025-08,大学ICT推進協議会2025年度年次大会論文集,,,,247,248,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,Robotics-inspired Control for Audio-driven 3D Facial Motion Synthesis,Robotics-inspired Control for Audio-driven 3D Facial Motion Synthesis,,"Xuanmeng Sha, Liyun Zhang, Tomohiro Mashita, Naoya Chiba, Yuki Uranishi",null,,,,,2025-07,第28回画像の認識・理解シンポジウム (MIRU2025),,,,,,eng,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,複合現実技術と言語指示に基づく自律移動ロボットインタフェース,,"Iglesius Eduardo, 小林聖人, 浦西友樹",,null,,,,,2025-06,ロボティクス・メカトロニクス講演会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,言語情報を活用したバイラテラル制御に基づく模倣学習,,"小林拓史, 小林聖人, Thanpimon Buamanee, 浦西友樹",,null,,,,,2025-06,ロボティクス・メカトロニクス講演会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,自律移動ロボットのための複合現実技術を用いた地図更新システム,,"多喜匠, 小林聖人, Iglesius Eduardo, 千葉直也, 白井詩沙香, 浦西友樹",,null,,,,,2025-06,ロボティクス・メカトロニクス講演会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,教育・スポーツトレーニング・医療へのXR技術の応用,,"浦西友樹, 小林聖人, 東田学, 中村拓人, 白井詩沙香, 千葉直也",,null,,,,,2025-06,第24回日本VR医学会学術大会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,Exploratory research on learning analytics adoption in Japanese higher educational institutions,Exploratory research on learning analytics adoption in Japanese higher educational institutions,,"David Soto, Shizuka Shirai, Mayumi Ueda, Manabu Higashida, Masayuki Murakami, Yuki Uranishi",null,,,,,2025-03,情報処理学会第87回全国大会,,,,,,eng,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,バイラテラル制御を用いた水中多自由度ロボットアームの遠隔操作システムに関する基礎的研究,,"西滉平, 小林聖人, 浦西友樹",,null,,,,,2024-09,日本ロボット学会学術講演会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,視覚・力触覚情報を活用したバイラテラル制御に基づく模倣学習によるロボットアームの行動生成手法に関する研究,,"小林聖人, Thanpimon Buamanee, 浦西友樹",,null,,,,,2024-09,日本ロボット学会学術講演会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,バイラテラル制御に基づく模倣学習におけるロボットアームの動作生成手法に関する研究,,"小林聖人, Thanpimon Buamanee, Iglesius Eduardo, 西滉平, 浦西友樹, 竹村治雄",,null,,,,,2023-11,電気学会産業計測制御研究会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,水中におけるバイラテラル制御に基づく遠隔操作ロボットシステムの基礎検討,,"西滉平, 小林聖人, 元井直樹, 浦西友樹, 竹村治雄",,null,,,,,2023-11,電気学会産業計測制御研究会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,微分可能レンダリングを用いた透明物体の自由視点画像生成,,"城彰彦, 浦西友樹, 長原一",,null,,,,,2023-01,情報処理学会研究報告,,2023-CVIM-232,23,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,マンガ教材読書時のリアルタイム難易度推定に向けた視線ヒートマップ分解能の検討,,"坂本賢哉, 白井詩沙香, 武村紀子, Orlosky Jason, 長瀧寛之, 上田真由美, 浦西友樹, 竹村治雄",,null,,,,,2022-09,第27回日本バーチャルリアリティ学会大会論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
